address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,title,url,year_built
Aquamarijn 101,,,Alphen-aan-den-Rijn,2403 DS,,200000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40895824-aquamarijn-101/,1998
Achttienkavels 31,,,Aarlanderveen,2445 NA,,825000,house,6,,,https://www.funda.nl/koop/aarlanderveen/huis-49249714-achttienkavels-31/,2000
Woubrugseweg 21,,,Alphen-aan-den-Rijn,2401 LT,,1350000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40488247-woubrugseweg-21/,1995
Kooikerstraat 25,,,Alphen-aan-den-Rijn,2408 SV,,425000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40739811-kooikerstraat-25/,2007
Luchtstraat 36,,,Alphen-aan-den-Rijn,2408 NT,,365000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40890759-luchtstraat-36/,1993
Tarthorst 37,,,Alphen-aan-den-Rijn,2402 LK,,225000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40807406-tarthorst-37/,1980
Bouwnummer (Bouwnr. 1),,,Alphen-aan-den-Rijn,2405 BV,,359000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40621172-bouwnummer-bouwnr-1/,2019
Platolaan 19,,,Alphen-aan-den-Rijn,2408 DR,,599000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40879681-platolaan-19/,2007
Bentweg 3,,,Hazerswoude,2391 JH,,925000,house,8,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40879061-bentweg-3/,1987
Bachsingel 51,,,Alphen-aan-den-Rijn,2402 GB,,242500,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40874017-bachsingel-51/,1971
Laagboskoopseweg 4,,,Hazerswoude,2391 NP,,400000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40887333-laagboskoopseweg-4/,1910
Sterkenburg 121 .,,,Alphen-aan-den-Rijn,2402 RG,,230000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40899591-sterkenburg-121/,1979
Dijkgraaf 36,,,Alphen-aan-den-Rijn,2408 RZ,,305000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86263623-dijkgraaf-36/,1998
Prins Hendrikstraat 133 -135,,,Alphen-aan-den-Rijn,2405 AJ,,500000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40800191-prins-hendrikstraat-133-135/,1906
Plein 2,,,Zwammerdam,2471 AN,,895000,house,11,,,https://www.funda.nl/koop/zwammerdam/huis-86268220-plein-2/,1907
Dokter Hamburgerlaan 19,,,Boskoop,2771 JL,,245000,house,5,,,https://www.funda.nl/koop/boskoop/huis-40817811-dokter-hamburgerlaan-19/,1967
Raadhuisstraat 195 E,,,Alphen-aan-den-Rijn,2406 AC,,550000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-49353763-raadhuisstraat-195-e/,2006
Hooftstraat 321 D,,,Alphen-aan-den-Rijn,2406 GK,,499000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40427900-hooftstraat-321-d/,2005
Churchilllaan 2 a,,,Alphen-aan-den-Rijn,2401 LG,,325000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40520647-churchilllaan-2-a/,2006
Ambonstraat 60 a,,,Alphen-aan-den-Rijn,2405 EP,,137500,apartment,2,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40863773-ambonstraat-60-a/,1962
Bouwnummer (Bouwnr. 24),,,Alphen-aan-den-Rijn,2405 BV,,439000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40637692-bouwnummer-bouwnr-24/,2019
Wielingen 11,,,Alphen-aan-den-Rijn,2401 DV,,339000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86223118-wielingen-11/,1988
Westeinde 37 A,,,Hazerswoude,2391 JC,,995000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40744976-westeinde-37-a/,1906
Rijndijk 304,,,Hazerswoude,2394 CH,,795000,house,5,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40852372-rijndijk-304/,1878
Bremstraat 12,,,Alphen-aan-den-Rijn,2403 EM,,299000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40879990-bremstraat-12/,1968
Castellumstraat 56,,,Alphen-aan-den-Rijn,2405 CB,,335000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40714872-castellumstraat-56/,2005
Zuidland 39,,,Alphen-aan-den-Rijn,2408 BM,,525000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40744273-zuidland-39/,2008
Gouwsluisseweg 7,,,Alphen-aan-den-Rijn,2405 XR,,500000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40580645-gouwsluisseweg-7/,1945
Van Boetzelaerstraat 67,,,Alphen-aan-den-Rijn,2406 BD,,510000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40893035-van-boetzelaerstraat-67/,1924
Prinses Beatrixstraat 24,,,Benthuizen,2731 GB,,284500,house,6,,,https://www.funda.nl/koop/benthuizen/huis-40809101-prinses-beatrixstraat-24/,1968
Julianastraat 132,,,Alphen-aan-den-Rijn,2405 CJ,,425000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40602100-julianastraat-132/,1980
Rijndijk 231,,,Hazerswoude,2394 CD,,750000,house,6,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40733340-rijndijk-231/,1988
Willemstraat 17,,,Alphen-aan-den-Rijn,2405 EG,,225000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40871324-willemstraat-17/,1922
Molenstraat 59,,,Zwammerdam,2471 AA,,349000,house,6,,,https://www.funda.nl/koop/zwammerdam/huis-40888915-molenstraat-59/,1900
Schuberthof 30,,,Alphen-aan-den-Rijn,2402 GK,,275000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40883239-schuberthof-30/,1970
Zuidland 105,,,Alphen-aan-den-Rijn,2408 BM,,650000,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-49333616-zuidland-105/,2009
Evenaar 91,,,Alphen-aan-den-Rijn,2408 CZ,,215000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40865054-evenaar-91/,1992
Jan Pieterszoon Coenlaan 12,,,Alphen-aan-den-Rijn,2404 AN,,169000,apartment,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40890968-jan-pieterszoon-coenlaan-12/,1964
Zuidkade 44,,,Boskoop,2771 DP,,215000,apartment,3,,,https://www.funda.nl/koop/boskoop/appartement-40809783-zuidkade-44/,1990
Hooftstraat 248,,,Alphen-aan-den-Rijn,2406 GR,,420000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40461728-hooftstraat-248/,1996
Quadriviumlaan 49,,,Alphen-aan-den-Rijn,2408 DD,,1125000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40572765-quadriviumlaan-49/,2005
Poelruit 3,,,Boskoop,2771 RC,,225000,house,5,,,https://www.funda.nl/koop/boskoop/huis-40574923-poelruit-3/,1975
Burgemeester Verheullaan 32,,,Koudekerk-aan-den-Rijn,2396 ES,,298000,house,5,,,https://www.funda.nl/koop/koudekerk-aan-den-rijn/huis-40529871-burgemeester-verheullaan-32/,1968
Prins Hendrikstraat 73 + 73L,,,Alphen-aan-den-Rijn,2405 AG,,1325000,house,11,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40655646-prins-hendrikstraat-73-73l/,1914
De Smethstraat 21,,,Alphen-aan-den-Rijn,2405 CN,,325000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40684206-de-smethstraat-21/,1938
Plataanstraat 2,,,Alphen-aan-den-Rijn,2404 VV,,500000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40601793-plataanstraat-2/,1963
Lupinesingel 618,,,Alphen-aan-den-Rijn,2403 ED,,280000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40624705-lupinesingel-618/,1974
Rijneveld 4,,,Boskoop,2771 XT,,450000,house,7,,,https://www.funda.nl/koop/boskoop/huis-40732047-rijneveld-4/,1958
Zadelmaker 109,,,Alphen-aan-den-Rijn,2401 PC,,249000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40856173-zadelmaker-109/,1985
Portugalstraat 25,,,Alphen-aan-den-Rijn,2408 CE,,335000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40867865-portugalstraat-25/,1990
Wilhelminalaan 61,,,Alphen-aan-den-Rijn,2405 EC,,350000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40758041-wilhelminalaan-61/,1903
Rosmolen 104,,,Alphen-aan-den-Rijn,2406 JW,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86228756-rosmolen-104/,1989
Dillenburgstraat 22,,,Alphen-aan-den-Rijn,2404 EW,,155000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40895569-dillenburgstraat-22/,1959
Spanjesingel 72,,,Alphen-aan-den-Rijn,2408 CJ,,182500,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40802172-spanjesingel-72/,1991
Lupinesingel 272,,,Alphen-aan-den-Rijn,2403 CT,,185000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40804344-lupinesingel-272/,1974
Vliestroom 153,,,Alphen-aan-den-Rijn,2401 VD,,175000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40817661-vliestroom-153/,1972
Hoorn 80 a,,,Alphen-aan-den-Rijn,2404 HJ,,850000,house,8,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40564096-hoorn-80-a/,1988
Galjoen 13,,,Alphen-aan-den-Rijn,2401 NB,,575000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40507772-galjoen-13/,1989
Trasmolen 6,,,Alphen-aan-den-Rijn,2406 JJ,,615000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40508735-trasmolen-6/,1990
Wilhelmina Druckerstraat 61,,,Alphen-aan-den-Rijn,2401 KH,,339500,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40512045-wilhelmina-druckerstraat-61/,1985
Zijde 50,,,Boskoop,2771 EP,,550000,house,7,,,https://www.funda.nl/koop/boskoop/huis-40547569-zijde-50/,1929
Kooikerstraat 68,,,Alphen-aan-den-Rijn,2408 SP,,450000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40655354-kooikerstraat-68/,2006
Torengaarde 1,,,Hazerswoude,2391 BS,,795000,house,6,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40689791-torengaarde-1/,1974
Marokkostraat 97,,,Alphen-aan-den-Rijn,2408 JD,,300000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40759637-marokkostraat-97/,1992
Costa Ricastraat 149,,,Alphen-aan-den-Rijn,2408 MK,,715000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40750941-costa-ricastraat-149/,1994
Zilverschoon 10,,,Boskoop,2771 KV,,199999,house,5,,,https://www.funda.nl/koop/boskoop/huis-86905799-zilverschoon-10/,1973
Kwartelstraat 3,,,Alphen-aan-den-Rijn,2406 EM,,300000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40867124-kwartelstraat-3/,1962
Bouwnummer (Bouwnr. 36),,,Alphen-aan-den-Rijn,2406 BZ,,495000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680727-bouwnummer-bouwnr-36/,2019
Rijndijk 253,,,Hazerswoude,2394 CE,,1250000,house,17,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40852663-rijndijk-253/,1550
Iepstraat 42,,,Alphen-aan-den-Rijn,2404 EM,,175000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40862407-iepstraat-42/,1962
Conradstraat 7,,,Alphen-aan-den-Rijn,2405 BA,,450000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40871509-conradstraat-7/,1936
Bilderdijkstraat 5,,,Alphen-aan-den-Rijn,2406 XD,,235000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40871396-bilderdijkstraat-5/,1938
Chinastraat 34,,,Alphen-aan-den-Rijn,2408 HD,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40872876-chinastraat-34/,1991
Aarkade 69,,,Alphen-aan-den-Rijn,2406 BW,,215000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40888869-aarkade-69/,1930
Lemelerberg 58,,,Alphen-aan-den-Rijn,2402 ZK,,415000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40888186-lemelerberg-58/,1992
Varossieaupalet 19,,,Alphen-aan-den-Rijn,2405 JA,,475000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40881909-varossieaupalet-19/,1999
Berkenhof 6,,,Hazerswoude,2391 DW,,285000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40897584-berkenhof-6/,1985
Waterviolier 78,,,Alphen-aan-den-Rijn,2408 LM,,315000,house,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40898976-waterviolier-78/,2010
Bergmolen 7,,,Alphen-aan-den-Rijn,2406 KV,,335000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40899769-bergmolen-7/,1988
Tjalk 12,,,Alphen-aan-den-Rijn,2401 NC,,725000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40893893-tjalk-12/,1990
W.M. Offringalaan 45,,,Alphen-aan-den-Rijn,2406 JA,,575000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-49011309-wm-offringalaan-45/,1990
Bouwnummer (Bouwnr. 20),,,Alphen-aan-den-Rijn,2406 BZ,,410000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680724-bouwnummer-bouwnr-20/,2019
Orionstraat 12,,,Alphen-aan-den-Rijn,2402 BS,,235000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40899719-orionstraat-12/,1970
Eendenkooi 23,,,Alphen-aan-den-Rijn,2408 SJ,,275000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40808432-eendenkooi-23/,2005
Emmalaan 61,,,Alphen-aan-den-Rijn,2405 GB,,189000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40808009-emmalaan-61/,1906
Nic. Beetsstraat 12,,,Hazerswoude,2394 EP,,275000,house,5,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40800163-nic-beetsstraat-12/,1963
Zwaluwplein 8,,,Boskoop,2771 SC,,235000,house,6,,,https://www.funda.nl/koop/boskoop/huis-40801532-zwaluwplein-8/,1971
Eekhoorntjesbrood 34,,,Alphen-aan-den-Rijn,2403 RG,,200000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40802689-eekhoorntjesbrood-34/,1978
Barnsteenstraat 74,,,Alphen-aan-den-Rijn,2403 CA,,350000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40802023-barnsteenstraat-74/,1975
Zeewinde 78,,,Alphen-aan-den-Rijn,2403 GJ,,245000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40804016-zeewinde-78/,1975
Norbertijnenlaan 26,,,Alphen-aan-den-Rijn,2408 KA,,595000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40817848-norbertijnenlaan-26/,2010
Polderpeil 324,,,Alphen-aan-den-Rijn,2408 SE,,350000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40802653-polderpeil-324/,1999
Marketentster 120,,,Alphen-aan-den-Rijn,2401 JT,,249000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40817330-marketentster-120/,1985
Vondelstraat 15,,,Alphen-aan-den-Rijn,2406 XG,,625000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40812498-vondelstraat-15/,1941
Renaissancelaan 21,,,Alphen-aan-den-Rijn,2408 DM,,649000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40814520-renaissancelaan-21/,2007
Batenstein 10,,,Alphen-aan-den-Rijn,2403 PH,,255000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40814278-batenstein-10/,1978
Portugalstraat 24,,,Alphen-aan-den-Rijn,2408 CG,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40814339-portugalstraat-24/,1990
Zuiderkeerkring 379,,,Alphen-aan-den-Rijn,2408 HT,,435000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40896997-zuiderkeerkring-379/,1993
Bouwnummer (Bouwnr. 2),,,Alphen-aan-den-Rijn,2406 BZ,,545000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40686737-bouwnummer-bouwnr-2/,2019
Aardster 255,,,Alphen-aan-den-Rijn,2403 RR,,250000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40710495-aardster-255/,1977
Noordeinde 155,,,Boskoop,2771 WK,,200000,house,5,,,https://www.funda.nl/koop/boskoop/huis-40730206-noordeinde-155/,1933
Briljantstraat 240,,,Alphen-aan-den-Rijn,2403 AK,,150000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-40851663-briljantstraat-240/,1969
Ingeland 8,,,Alphen-aan-den-Rijn,2408 RC,,310000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-49453635-ingeland-8/,1997
Bouwnummer (Bouwnr. 37),,,Alphen-aan-den-Rijn,2406 BZ,,395000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40680735-bouwnummer-bouwnr-37/,2019
van Scorelstraat 21,,,Hazerswoude,2391 GT,,350000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-86949143-van-scorelstraat-21/,1935
Twee onder een kapwoning - bouwnr. 47 (Bouwnr. 47),,,Hazerswoude,2391 ET,,445000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750980-twee-onder-een-kapwoning-bouwnr-47-bouwnr-47/,2019
Schouw 15,,,Alphen-aan-den-Rijn,2408 RV,,297500,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40876015-schouw-15/,1995
Silo Appartement (Bouwnr. 1),,,Hazerswoude,2394 AD,,339000,apartment,4,,,https://www.funda.nl/koop/hazerswoude-rijndijk/appartement-49112359-silo-appartement-bouwnr-1/,2017
Silo Appartement (Bouwnr. 5),,,Hazerswoude,2394 AD,,379000,apartment,4,,,https://www.funda.nl/koop/hazerswoude-rijndijk/appartement-49113463-silo-appartement-bouwnr-5/,2017
Dorpsstraat 88,,,Aarlanderveen,2445 AP,,139000,house,2,,,https://www.funda.nl/koop/aarlanderveen/huis-85195376-dorpsstraat-88/,1911
Triviumlaan 4,,,Alphen-aan-den-Rijn,2408 DL,,589500,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-47548012-triviumlaan-4/,2006
Argostraat 314,,,Alphen-aan-den-Rijn,2402 CE,,147500,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86242971-argostraat-314/,1969
Drenthestraat 18,,,Alphen-aan-den-Rijn,2408 EW,,250000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86871440-drenthestraat-18/,1996
Klaverhof 69,,,Alphen-aan-den-Rijn,2403 XC,,215000,apartment,3,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-86969282-klaverhof-69/,1975
Nassaustraat 20,,,Alphen-aan-den-Rijn,2405 DZ,,219500,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86081732-nassaustraat-20/,1906
Corellistraat 20,,,Hazerswoude,2394 GZ,,449000,house,6,,,https://www.funda.nl/koop/hazerswoude-rijndijk/huis-40663152-corellistraat-20/,2006
Groenoord 61,,,Alphen-aan-den-Rijn,2401 AB,,225000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-40854546-groenoord-61/,1973
Eksterstraat 12,,,Alphen-aan-den-Rijn,2406 VH,,147500,apartment,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/appartement-85486915-eksterstraat-12/,1963
Zuideinde 63 65,,,Aarlanderveen,2445 AT,,225000,house,3,,,https://www.funda.nl/koop/aarlanderveen/huis-40678852-zuideinde-63-65/,1906
Copepad 30,,,Alphen-aan-den-Rijn,2408 RR,,300000,house,6,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86081739-copepad-30/,1991
Morielje 20,,,Alphen-aan-den-Rijn,2403 HX,,275000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86950604-morielje-20/,1976
Zijde 288,,,Boskoop,2771 EW,,205000,house,3,,,https://www.funda.nl/koop/boskoop/huis-86225332-zijde-288/,1901
Piet Heinstraat 8,,,Alphen-aan-den-Rijn,2404 AK,,225000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86040232-piet-heinstraat-8/,1956
Marokkostraat 143,,,Alphen-aan-den-Rijn,2408 JE,,235000,house,4,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86992248-marokkostraat-143/,1992
Liszthof 12,,,Alphen-aan-den-Rijn,2402 GR,,290000,house,5,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86078385-liszthof-12/,1970
Reijerskoop 277 279,,,Boskoop,2771 BK,,620000,house,6,,,https://www.funda.nl/koop/boskoop/huis-86887279-reijerskoop-277-279/,1924
Breitnerlaan 28,,,Hazerswoude,2391 GC,,395000,house,7,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-86084029-breitnerlaan-28/,1974
Fonteinkruid 11,,,Alphen-aan-den-Rijn,2408 LC,,350000,house,7,,,https://www.funda.nl/koop/alphen-aan-den-rijn/huis-86278805-fonteinkruid-11/,2001
Plein 2,,,Zwammerdam,2471 AN,,895000,house,11,,,https://www.funda.nl/koop/zwammerdam/huis-86270038-plein-2/,1907
Gouwestraat 14,,,Boskoop,2771 CG,,598000,house,10,,,https://www.funda.nl/koop/boskoop/huis-85353162-gouwestraat-14/,1908
Twee onder een kapwoning - bouwnr. 39 (Bouwnr. 39),,,Hazerswoude,2391 ET,,449500,house,4,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750988-twee-onder-een-kapwoning-bouwnr-39-bouwnr-39/,2019
Twee onder een kapwoning - bouwnr. 40 (Bouwnr. 40),,,Hazerswoude,2391 ET,,449500,house,4,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750989-twee-onder-een-kapwoning-bouwnr-40-bouwnr-40/,2019
Vrijstaande woning - bouwnr. 38 (Bouwnr. 38),,,Hazerswoude,2391 ET,,649500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750992-vrijstaande-woning-bouwnr-38-bouwnr-38/,2019
Twee onder een kapwoning - bouwnr. 34 (Bouwnr. 34),,,Hazerswoude,2391 ET,,475000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750984-twee-onder-een-kapwoning-bouwnr-34-bouwnr-34/,2019
Twee onder een kapwoning - bouwnr. 35 (Bouwnr. 35),,,Hazerswoude,2391 ET,,472500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750985-twee-onder-een-kapwoning-bouwnr-35-bouwnr-35/,2019
Twee onder een kapwoning - bouwnr. 36 (Bouwnr. 36),,,Hazerswoude,2391 ET,,485000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750986-twee-onder-een-kapwoning-bouwnr-36-bouwnr-36/,2019
Twee onder een kapwoning - bouwnr. 37 (Bouwnr. 37),,,Hazerswoude,2391 ET,,485000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750987-twee-onder-een-kapwoning-bouwnr-37-bouwnr-37/,2019
Levensloopbestendige woning - bouwnr. 73 (Bouwnr. 73),,,Hazerswoude,2391 ET,,389500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750905-levensloopbestendige-woning-bouwnr-73-bouwnr-73/,2019
Levensloopbestendige woning - bouwnr. 74 (Bouwnr. 74),,,Hazerswoude,2391 ET,,389500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750906-levensloopbestendige-woning-bouwnr-74-bouwnr-74/,2019
Levensloopbestendige woning - bouwnr. 76 (Bouwnr. 76),,,Hazerswoude,2391 ET,,392500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750907-levensloopbestendige-woning-bouwnr-76-bouwnr-76/,2019
Levensloopbestendige woning - bouwnr. 71 (Bouwnr. 71),,,Hazerswoude,2391 ET,,352500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750908-levensloopbestendige-woning-bouwnr-71-bouwnr-71/,2019
Levensloopbestendige woning - bouwnr. 72 (Bouwnr. 72),,,Hazerswoude,2391 ET,,349500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750909-levensloopbestendige-woning-bouwnr-72-bouwnr-72/,2019
Levensloopbestendige woning - bouwnr. 75 (Bouwnr. 75),,,Hazerswoude,2391 ET,,349500,house,3,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750900-levensloopbestendige-woning-bouwnr-75-bouwnr-75/,2019
Eengezinswoning - bouwnr. 60 (Bouwnr. 60),,,Hazerswoude,2391 ET,,319500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750918-eengezinswoning-bouwnr-60-bouwnr-60/,2019
Eengezinswoning - bouwnr. 83 (Bouwnr. 83),,,Hazerswoude,2391 ET,,329500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750919-eengezinswoning-bouwnr-83-bouwnr-83/,2019
Eengezinswoning - bouwnr. 86 (Bouwnr. 86),,,Hazerswoude,2391 ET,,312500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750910-eengezinswoning-bouwnr-86-bouwnr-86/,2019
Eengezinswoning - bouwnr. 42 (Bouwnr. 42),,,Hazerswoude,2391 ET,,299500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750911-eengezinswoning-bouwnr-42-bouwnr-42/,2019
Eengezinswoning - bouwnr. 50 (Bouwnr. 50),,,Hazerswoude,2391 ET,,297500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750912-eengezinswoning-bouwnr-50-bouwnr-50/,2019
Eengezinswoning - bouwnr. 85 (Bouwnr. 85),,,Hazerswoude,2391 ET,,289500,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750923-eengezinswoning-bouwnr-85-bouwnr-85/,2019
Eengezinswoning - bouwnr. 51 (Bouwnr. 51),,,Hazerswoude,2391 ET,,320000,house,5,,,https://www.funda.nl/koop/hazerswoude-dorp/huis-40750925-eengezinswoning-bouwnr-51-bouwnr-51/,2019
