address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,title,url,year_built
Ordellaan 17,,,Rolde,9451 GK,,209000,house,4,,,https://www.funda.nl/koop/rolde/huis-40493105-ordellaan-17/,1966
Hoogte der Heide 6,,,Gasselte,9462 TT,,595000,house,12,,,https://www.funda.nl/koop/gasselte/huis-40408675-hoogte-der-heide-6/,1978
Hoofdstraat 19,,,Gasselternijveen,9514 BA,,495000,house,9,,,https://www.funda.nl/koop/gasselternijveen/huis-40572137-hoofdstraat-19/,1937
Nieuwediep 87,,,Nieuwediep,9512 SE,,224500,house,5,,,https://www.funda.nl/koop/nieuwediep/huis-40522925-nieuwediep-87/,1960
Kolwal 10,,,Rolde,9451 GT,,229000,house,5,,,https://www.funda.nl/koop/rolde/huis-40672586-kolwal-10/,1975
Schoolstraat 1,,,Rolde,9451 BE,,589500,house,5,,,https://www.funda.nl/koop/rolde/huis-40687361-schoolstraat-1/,1906
Straatkampen 13,,,Rolde,9451 BX,,255000,house,5,,,https://www.funda.nl/koop/rolde/huis-40716118-straatkampen-13/,1947
Keukenhof 19,,,Eext,9463 RC,,515000,house,6,,,https://www.funda.nl/koop/eext/huis-40719419-keukenhof-19/,1690
Eexterweg 39,,,Gieten,9461 BB,,269000,house,6,,,https://www.funda.nl/koop/gieten/huis-40710955-eexterweg-39/,1937
Nieuwediep 58,,,Nieuwediep,9512 SJ,,638000,house,22,,,https://www.funda.nl/koop/nieuwediep/huis-40733662-nieuwediep-58/,1899
Stationsstraat 41,,,Eext,9463 TH,,369000,house,5,,,https://www.funda.nl/koop/eext/huis-40855993-stationsstraat-41/,1926
Dorpsstraat 59,,,Eexterveen,9658 PH,,275000,house,6,,,https://www.funda.nl/koop/eexterveen/huis-40855997-dorpsstraat-59/,1966
Bartelaar 25,,,Annen,9468 CJ,,1200000,house,4,,,https://www.funda.nl/koop/annen/huis-40875642-bartelaar-25/,2005
Oostereind 6,,,Grolloo,9444 XD,,475000,house,9,,,https://www.funda.nl/koop/grolloo/huis-40878711-oostereind-6/,1914
Balloërveld 3 a,,,Balloërveld,9459 TA,,399000,house,4,,,https://www.funda.nl/koop/balloerveld/huis-40874797-balloerveld-3-a/,1954
Grote Kamp 4,,,Gieten,9461 TZ,,275000,house,6,,,https://www.funda.nl/koop/gieten/huis-40896342-grote-kamp-4/,1983
Julianalaan 20,,,Gieten,9461 BT,,375000,house,5,,,https://www.funda.nl/koop/gieten/huis-40894801-julianalaan-20/,1959
Nijlanderstraat 2,,,Rolde,9451 BM,,262500,house,6,,,https://www.funda.nl/koop/rolde/huis-40808440-nijlanderstraat-2/,1925
Hoornkampen 21,,,Rolde,9451 CJ,,169500,house,5,,,https://www.funda.nl/koop/rolde/huis-40802910-hoornkampen-21/,1952
Stationsstraat 17,,,Eext,9463 RL,,297500,house,8,,,https://www.funda.nl/koop/eext/huis-40815927-stationsstraat-17/,1906
Vicarislaan 2,,,Gasselte,9462 SH,,350000,house,6,,,https://www.funda.nl/koop/gasselte/huis-40813569-vicarislaan-2/,1971
Tebinckslaan 1,,,Gasselte,9462 PV,,375000,house,5,,,https://www.funda.nl/koop/gasselte/huis-40813573-tebinckslaan-1/,1979
Hoofdstraat 52 -50,,,Gasselternijveen,9514 BG,,450000,house,10,,,https://www.funda.nl/koop/gasselternijveen/huis-49788304-hoofdstraat-52-50/,1990
Naweg 5,,,Eext,9463 PG,,389000,house,11,,,https://www.funda.nl/koop/eext/huis-40507445-naweg-5/,1934
Brinkstraat 3,,,Eext,9463 PS,,420000,house,14,,,https://www.funda.nl/koop/eext/huis-40657952-brinkstraat-3/,1906
Achter de Brinken 45,,,Gasselte,9462 RG,,350000,house,5,,,https://www.funda.nl/koop/gasselte/huis-40539501-achter-de-brinken-45/,1977
Burg. Gaarlandtlaan 26,,,Gasselternijveen,9514 CM,,229000,house,6,,,https://www.funda.nl/koop/gasselternijveen/huis-40682955-burg-gaarlandtlaan-26/,1996
Gasselterboerveenschemond 13,,,Gasselternijveenschemond,9515 PN,,385000,house,11,,,https://www.funda.nl/koop/gasselternijveenschemond/huis-40694296-gasselterboerveenschemond-13/,1910
Asserstraat 61 b,,,Gieten,9461 GB,,519000,house,11,,,https://www.funda.nl/koop/gieten/huis-40610435-asserstraat-61-b/,1999
Nijlanderstraat 8,,,Rolde,9451 BM,,319000,house,5,,,https://www.funda.nl/koop/rolde/huis-40715613-nijlanderstraat-8/,1906
Zuidlaarderweg 95,,,Annen,9468 AD,,409000,house,5,,,https://www.funda.nl/koop/annen/huis-40852900-zuidlaarderweg-95/,1995
Hondelweg 2,,,Eext,9463 TG,,425000,house,6,,,https://www.funda.nl/koop/eext/huis-40861272-hondelweg-2/,1935
Grolloërstraat 34,,,Rolde,9451 KC,,450000,house,5,,,https://www.funda.nl/koop/rolde/huis-40862870-grolloerstraat-34/,1953
Julianalaan 34,,,Gasselte,9462 PH,,285000,house,9,,,https://www.funda.nl/koop/gasselte/huis-40805048-julianalaan-34/,1978
Dorpsstraat 73,,,Eexterveen,9658 PJ,,399000,house,5,,,https://www.funda.nl/koop/eexterveen/huis-40816484-dorpsstraat-73/,1887
Plein 10,,,Rolde,9451 BW,,179000,apartment,3,,,https://www.funda.nl/koop/rolde/appartement-40759228-plein-10/,1992
Semsstraat 127,,,Eexterveenschekanaal,9659 PM,,149000,house,3,,,https://www.funda.nl/koop/eexterveenschekanaal/huis-49780125-semsstraat-127/,1935
Panderpad 1 a,,,Gieten,9461 GZ,,395000,house,6,,,https://www.funda.nl/koop/gieten/huis-49147298-panderpad-1-a/,1981
Borghoornsweg 20,,,Annen,9468 EK,,200000,house,6,,,https://www.funda.nl/koop/annen/huis-40710914-borghoornsweg-20/,1972
Riggel 6,,,Annen,9468 GT,,189500,house,4,,,https://www.funda.nl/koop/annen/huis-40817475-riggel-6/,2000
Molenwijk 4,,,Spijkerboor-Dr,9656 PG,,232500,house,5,,,https://www.funda.nl/koop/spijkerboor-dr/huis-49263276-molenwijk-4/,1906
Spekstoep 21,,,Gieten,9461 AL,,845000,house,6,,,https://www.funda.nl/koop/gieten/huis-86251639-spekstoep-21/,1925
Veenhof 3,,,Eexterveenschekanaal,9659 PP,,125000,house,3,,,https://www.funda.nl/koop/eexterveenschekanaal/huis-85141723-veenhof-3/,1981
Schoolstraat 8,,,Annen,9468 BS,,375000,house,5,,,https://www.funda.nl/koop/annen/huis-49276785-schoolstraat-8/,1972
Deurze 16,,,Deurze,9457 TB,,245000,house,4,,,https://www.funda.nl/koop/deurze/huis-86189940-deurze-16/,1906
Dorpsstraat 69,,,Eexterveen,9658 PJ,,239500,house,5,,,https://www.funda.nl/koop/eexterveen/huis-49139079-dorpsstraat-69/,1906
Hunzeweg 47,,,Nieuw-Annerveen,9657 PC,,375000,house,4,,,https://www.funda.nl/koop/nieuw-annerveen/huis-40875549-hunzeweg-47/,1906
Hoofdstraat 16,,,Gasselternijveen,9514 BE,,274500,house,5,,,https://www.funda.nl/koop/gasselternijveen/huis-49671197-hoofdstraat-16/,1920
Udemalaan 4,,,Gieten,9461 DD,,349000,house,5,,,https://www.funda.nl/koop/gieten/huis-40870736-udemalaan-4/,2005
Boerhoorn 9,,,Annen,9468 GG,,159500,house,3,,,https://www.funda.nl/koop/annen/huis-40898924-boerhoorn-9/,1971
Veenweg 10,,,Spijkerboor-Dr,9656 PD,,130000,house,4,,,https://www.funda.nl/koop/spijkerboor-dr/huis-40737382-veenweg-10/,1959
Volmachtenlaan 37,,,Rolde,9451 HT,,200000,house,5,,,https://www.funda.nl/koop/rolde/huis-40859253-volmachtenlaan-37/,1986
Vlouwakkers 43,,,Annen,9468 HE,,189500,house,5,,,https://www.funda.nl/koop/annen/huis-40895711-vlouwakkers-43/,1986
Noordzijde 97,,,Gasselternijveenschemond,9515 PC,,219500,house,7,,,https://www.funda.nl/koop/gasselternijveenschemond/huis-48460011-noordzijde-97/,1906
Warmolt Bronningerlaan 11,,,Gasselte,9462 RS,,157500,house,6,,,https://www.funda.nl/koop/gasselte/huis-48062383-warmolt-bronningerlaan-11/,1967
Eems 35,,,Gasselternijveen,9514 EE,,219000,house,7,,,https://www.funda.nl/koop/gasselternijveen/huis-40677466-eems-35/,1990
Annerweg 15,,,Anloo,9467 PA,,239000,house,4,,,https://www.funda.nl/koop/anloo/huis-40868239-annerweg-15/,1967
Hoofdstraat 111,,,Gasselternijveen,9514 BC,,289000,house,5,,,https://www.funda.nl/koop/gasselternijveen/huis-40879088-hoofdstraat-111/,1917
Borghoornsweg 13,,,Annen,9468 EH,,185000,house,5,,,https://www.funda.nl/koop/annen/huis-40716539-borghoornsweg-13/,1973
Dalkruid 10,,,Gieten,9461 LH,,299000,house,5,,,https://www.funda.nl/koop/gieten/huis-40677704-dalkruid-10/,1987
Stationsstraat 1,,,Gasselte,9462 PB,,485000,house,6,,,https://www.funda.nl/koop/gasselte/huis-40609955-stationsstraat-1/,1904
Gasselterboerveen 3,,,Gasselternijveen,9514 BR,,175000,house,3,,,https://www.funda.nl/koop/gasselternijveen/huis-40806418-gasselterboerveen-3/,1905
